,Comment ID,Comment,Likes,Replies
45,UgzddW4jEC6NtE1C6Yx4AaABAg,I love the idea that being 28 means you are old broken shell of a human.,2,0
46,UgxzGYcsTwn3RBJrI3F4AaABAg,"<a href=""https://www.youtube.com/watch?v=DTuS6Bki9kI&amp;t=5m20s"">5:20</a> He says &quot;40 years of experience&quot; in a condescending way, like it&#39;s supposed to be an insult!? lol",8,0
47,UgyQo_L0CfgaammpLU94AaABAg,"Trashtalking someone for &quot;taking the game to serious&quot; is so damn pathetic. It&#39;s like blaming someone for actually being a good player. <br><br>I&#39;m generally not a fan of trashtalking, especially if you can&#39;t perform on the level you talk down to, but i at least can understand the jokes about age and &quot;boomer duo&quot;. Hiko and Shroud are legends for a long time and it&#39;s already a running gag. But trashtalking them for performing well in such a salty manner is just sad and sounds like an excuse for his own bad performance, so i&#39;m extra glad you guys destroyed them :D",0,0
48,UgzQI67lEXvYUKmFplR4AaABAg,"shroud is just so skilled when he chillin in ranked, players complain about him &quot;taking it to seriously&quot;",0,0
49,UgzH5MVAyapUVeccqdp4AaABAg,"When zoomers get put in their place, lmao. He was about to cry.",4,0
50,Ugze9HrW0MV3OkNGiSd4AaABAg,Yooo I&#39;m loving the fact that I&#39;m seeing Dashy in more and more Valorant videos even if it&#39;s only for a second or two,1,0
51,UgwEXfV6taltyLNqnm54AaABAg,it&#39;s so satisfying watching sinatra get steam rolled lmfao,9,0
52,UgxooTPZdsSMF7yO2ZB4AaABAg,shroud has more talent in his pinky toe than sinatraa has in his entire body,20,2
53,UgyjnK96lOUYmkLKIB54AaABAg,I like how there&#39;s a clip of Sinatraa calling them tryhards then most of the clips of Shroud&#39;s team is them running around doing random shit,2,0
54,UgwmkloovI-XrtsgMep4AaABAg,Dashy is such a freaking troll lmao he was fanboying whole time,1,0
55,Ugy9FF7CdF4Ocuzj81x4AaABAg,Sinatraa was so salty lmao,8,0
56,UgyorTurZEn6PfHTCxl4AaABAg,brings me so much serotonin to see sinatraa get shit on,5,0
57,Ugw9-ugt-P_J8sCgF5p4AaABAg,"this video can tell us something that &quot;you can say anything, but you have to win first&quot;",0,0
58,UgxtWIq5oa73bRBw-Xl4AaABAg,"I like how they insulted you guys for being old, but you guys are living definition of the Terminator quote: &quot;I&#39;m old. Not obsolete.&quot;",0,0
59,UgwrIyJ1ep7ohxRe2IN4AaABAg,My all time favourite SHROUD &lt;3,1,0
60,UgwimG7EWPobEKN6XRZ4AaABAg,It&#39;s really cool when Shroud upload..,18,0
61,UgxpDrtOFnXBsgOx9aR4AaABAg,"Bro shroud, hiko and Shaz are the wise ones of the valorant scene",0,0
62,UgxcHMoThi5ATdt-GD94AaABAg,Title should be &quot;2 Boomers bullying kids in Valorant&quot;. Lmao,10,0
63,UgxN3a_L1cDcSYYuNjp4AaABAg,Goes to show why Sinatraa still hasn&#39;t gotten picked up by an org 😂,3,0
64,UgxJT4lnMY-8X3AbexZ4AaABAg,I don&#39;t how the enemy team didn&#39;t drown from the crybaby&#39;s tears 😆,1,0
65,UgzI4YGZK_GTrsoqmLd4AaABAg,Immature fledglings.... <br>Shroud and hiko humbling them real quick 🙌,0,0
66,UgzJQ0qQooxfGJOluet4AaABAg,“That roster is like 120 years old.”<br><br>Does this child even know who he’s speaking to?,0,0
67,UgyUYauapite0OUX-LJ4AaABAg,Lol Sinatra saying &quot;he seems wise&quot; was gold,0,0
68,Ugy1ir6jQf_cEDzf2uZ4AaABAg,&quot;oMg ThEy&#39;Re TrYiNg In RaNkEd 😒&quot; aint that what you&#39;re supposed to do LOL,13,0
69,UgxjsCrSx8cXjU_aRRF4AaABAg,"<a href=""https://www.youtube.com/watch?v=DTuS6Bki9kI&amp;t=7m51s"">7:51</a> i am still cying man my man&#39;s team laughing on the cape me laughing the man trying to jump on the planter😂😂😂😂",0,0
70,Ugzq7ke5XtGI34eQghd4AaABAg,"Haha funny how sinatraa says shroud and hiko plays ranked like its a pro match, he doesn&#39;t know they&#39;re just laughing from their csgo memories lol they&#39;re not even being serious",4,0
71,Ugw9PeHfm271xe-w8Q14AaABAg,The audacity of being called a boomer at our age 😤,0,0
72,UgyrvbNOrFwG-LXqNpp4AaABAg,&quot;dudes have 40 years of experience &quot; lmfao,1,0
73,UgynsGUmu1U-ReYdJJd4AaABAg,Maybe if Sinatra took a rank march serious he could go pro again,2,0
74,UgxdeR8I_Y05j9f2Y6h4AaABAg,shroud&#39;s just too good for them,0,0
75,UgwmOQ7k0IiFE3v0Z-J4AaABAg,I love how being old was a negative thing at first and then when Sinatra gets shit on its an experience advantage. lol,0,0
76,UgwBLoojMDf9lxN-qR14AaABAg,these young kids dont understand that experience always wins,49,6
77,UgwS_y22DZD2cNKROzN4AaABAg,"<a href=""https://www.youtube.com/watch?v=DTuS6Bki9kI&amp;t=7m50s"">7:50</a> reminds me of shroud leading his Kar-98 shots in Pubg",0,0
78,Ugx0ftVZGKhyF_T0T094AaABAg,I love listening to sinatraa whine it&#39;s hilarious,6,0
79,UgzoNQdjWl32AXWoBwF4AaABAg,&quot;they have to take the fucking ranked game like it&#39;s fucking pro match&quot; they&#39;re playing reyna raze double duelist without smokes and he lost 13-1 still finding excuses this guy lmao,0,0
80,UgxWeI3cH4fX3bgWrdl4AaABAg,Lol Dashy really be playing the easiest agents in the game every match,0,0
81,UgzBJfl92pPu6Z3_wLJ4AaABAg,They were just mauling the opponent 🥶🥶,9,0
82,UgwL6QM_GxB-lZOFepp4AaABAg,"i feel raze man , i would be so happy for a month after that game",0,0
83,UgxfhaswFlwInLQaFDx4AaABAg,The difference between being pro and playing 8-10 hours @ day.,0,0
84,Ugzxe-IluX-wUg43XhJ4AaABAg,"<a href=""https://www.youtube.com/watch?v=DTuS6Bki9kI&amp;t=8m31s"">8:31</a> that movement brooo",6,0
